o_assignment_grade,o_free_time,o_num_assignments,a_submit,a_rest,a_work,r,op_assignment_grade,op_free_time,op_num_assignments,ap_submit,ap_rest,ap_work,day
87.14945371270237,3,0,False,0.5,0.5,0.13857214132975848,,2,0,False,0.8,0.2,2
,4,1,False,0.7,0.3,0.15394562190055777,,2,1,True,,,2
,4,1,False,0.8,0.2,0.5840717091128357,,6,1,False,1.0,0.0,2
,4,1,False,0.6,0.4,0.1625643109442786,,6,1,False,0.6,0.4,2
,5,1,True,,,0.010000000000000009,95.30665642658323,6,0,False,0.2,0.8,2
70.93389449714724,0,0,False,0.4,0.6,0.4200587796787466,,4,1,False,0.4,0.6,3
,0,1,True,,,0.010000000000000009,99.58780000051961,3,1,False,0.9,0.1,3
56.61405779061333,0,0,False,1.0,0.0,-0.25246082266800207,,7,1,False,0.3,0.7,3
,7,1,True,,,0.010000000000000009,89.66900288950401,7,1,True,,,3
,3,1,False,0.4,0.6,-0.20777711079967898,,4,2,False,0.8,0.2,3
91.68879736608842,5,0,False,0.9,0.1,0.0074709468472415885,,0,1,True,,,3
98.13884464447335,1,0,False,1.0,0.0,-0.20090060687895595,,4,1,False,0.7,0.3,3
99.04251938076757,2,0,False,0.6,0.4,0.6364014643109799,,4,1,False,0.8,0.2,3
,4,1,True,,,0.010000000000000009,88.31514250648443,0,1,False,0.1,0.9,3
100.0,5,0,False,0.1,0.9,0.06440564239029017,,2,1,False,0.2,0.8,3
,0,0,False,0.6,0.4,-0.028487000019186914,,5,1,False,0.6,0.4,3
,5,0,False,0.4,0.6,0.625022821286871,,0,1,True,,,3
,2,1,True,,,0.010000000000000009,86.60951512520946,2,1,True,,,3
,3,1,False,0.6,0.4,0.3759310034351845,,4,2,False,0.1,0.9,3
96.55682117179143,6,0,False,0.6,0.4,-0.10276104278013642,,2,1,False,0.8,0.2,3
,1,1,False,0.7,0.3,-0.18889552744787547,,4,2,False,0.1,0.9,3
95.03592901342,2,0,False,0.6,0.4,-0.24565381492023708,,5,1,False,0.4,0.6,3
,4,0,False,1.0,0.0,0.3482940881309753,,4,1,True,,,3
,4,0,False,0.9,0.1,0.24318160121721139,,6,1,True,,,3
,2,1,True,,,0.010000000000000009,100.0,1,1,False,0.1,0.9,3
,2,1,False,0.3,0.7,0.39568031680501603,,6,2,True,,,3
,0,0,False,0.4,0.6,0.32979970427872046,,2,1,True,,,3
,6,1,True,,,0.010000000000000009,94.91988963569274,3,1,False,0.9,0.1,3
93.88140992287728,5,0,False,0.4,0.6,0.038838725449078404,,0,1,False,0.7,0.3,3
,2,1,False,0.1,0.9,0.7780439929558918,,2,2,True,,,3
,1,0,False,0.3,0.7,0.8519508174193979,,6,1,True,,,3
,3,0,False,0.9,0.1,0.6776863152670587,,4,1,False,0.1,0.9,3
98.97489120077394,4,0,False,0.5,0.5,0.4567047652755899,,2,1,True,,,3
,3,0,False,0.1,0.9,0.25420192019118426,,3,1,True,,,3
100.0,7,0,False,1.0,0.0,-0.095137868169614,,0,1,True,,,3
,2,0,False,0.8,0.2,0.09976644506528365,,2,1,True,,,3
,2,1,True,,,0.010000000000000009,99.88267911320973,5,1,False,0.4,0.6,3
,6,1,False,1.0,0.0,0.20768554000966521,,5,2,False,0.5,0.5,3
,6,1,False,0.6,0.4,0.2650942977721745,,6,2,False,0.9,0.1,3
95.30665642658323,6,0,False,0.2,0.8,0.637559842282483,,0,1,False,0.6,0.4,3
,4,1,False,0.4,0.6,0.20690145814268335,,5,1,True,,,4
99.58780000051961,3,1,False,0.9,0.1,0.25756292042919715,,7,1,False,0.2,0.8,4
,7,1,False,0.3,0.7,0.14211373048639087,,2,1,False,0.2,0.8,4
89.66900288950401,7,1,True,,,0.010000000000000009,84.95628710299876,6,0,False,0.5,0.5,4
,4,2,False,0.8,0.2,-0.26841253308180546,,2,2,False,0.4,0.6,4
,0,1,True,,,0.010000000000000009,96.44949516313939,2,0,False,0.0,1.0,4
,4,1,False,0.7,0.3,0.19146086733839796,,5,1,True,,,4
,4,1,False,0.8,0.2,-0.10103252622273079,,0,1,False,0.5,0.5,4
88.31514250648443,0,1,False,0.1,0.9,-0.2723723737788031,,7,1,False,0.3,0.7,4
,2,1,False,0.2,0.8,-0.034468837942096986,,1,1,True,,,4
,5,1,False,0.6,0.4,0.5649912759164488,86.93769311499693,2,1,False,0.6,0.4,4
,0,1,True,,,0.01,70.43464114598336,0,0,False,0.4,0.6,4
86.60951512520946,2,1,True,,,0.010000000000000009,94.78716195990489,6,0,False,0.7,0.3,4
,4,2,False,0.1,0.9,0.005767173627791444,,3,2,False,1.0,0.0,4
,2,1,False,0.8,0.2,0.24262956223129806,,7,1,True,,,4
,4,2,False,0.1,0.9,0.41876230751719795,,0,2,False,0.5,0.5,4
,5,1,False,0.4,0.6,0.5116186980358891,,3,1,False,0.2,0.8,4
,4,1,True,,,0.0,85.08713920748286,2,0,False,0.1,0.9,4
,6,1,True,,,0.01,43.42739906621502,0,0,False,0.2,0.8,4
100.0,1,1,False,0.1,0.9,0.3860591177398121,,5,1,False,0.6,0.4,4
,6,2,True,,,0.009999999999999995,97.54449638934273,7,1,True,,,4
,2,1,True,,,0.010000000000000009,91.85434140862874,6,0,False,0.8,0.2,4
94.91988963569274,3,1,False,0.9,0.1,0.03662371982143969,,5,1,False,0.3,0.7,4
,0,1,False,0.7,0.3,0.05024243814683357,,1,1,True,,,4
,2,2,True,,,0.010000000000000009,82.42190665465765,6,1,False,0.1,0.9,4
,6,1,True,,,0.010000000000000009,89.7214990429246,1,0,False,0.8,0.2,4
,4,1,False,0.1,0.9,0.2036415557952204,,3,1,False,0.3,0.7,4
,2,1,True,,,0.010000000000000009,98.20837245185791,5,0,False,0.5,0.5,4
,3,1,True,,,0.010000000000000009,95.66976125307988,7,0,False,0.9,0.1,4
,0,1,True,,,0.010000000000000009,91.29038103471542,1,0,False,0.8,0.2,4
,2,1,True,,,0.010000000000000009,100.0,3,0,False,0.2,0.8,4
99.88267911320973,5,1,False,0.4,0.6,0.7351324746362632,,1,1,True,,,4
,5,2,False,0.5,0.5,0.27375463875696004,,7,2,True,,,4
,6,2,False,0.9,0.1,0.4478352894852536,,3,2,False,0.7,0.3,4
,0,1,False,0.6,0.4,0.16912988280717411,,3,1,False,0.7,0.3,4
,5,1,True,,,0.0,95.29815741305259,5,0,False,0.1,0.9,5
,7,1,False,0.2,0.8,0.4155005005176817,,7,1,False,0.0,1.0,5
,2,1,False,0.2,0.8,0.6016521078505996,,4,1,False,0.4,0.6,5
84.95628710299876,6,0,False,0.5,0.5,0.39522625065671385,,5,0,False,0.8,0.2,5
,2,2,False,0.4,0.6,0.3952814747781825,,2,2,True,,,5
96.44949516313939,2,0,False,0.0,1.0,0.39000000000000035,75.51934866858129,1,0,False,0.6,0.4,5
,5,1,True,,,0.010000000000000009,65.2954209332312,1,0,False,0.3,0.7,5
,0,1,False,0.5,0.5,-0.3048109760729557,,5,1,True,,,5
,7,1,False,0.3,0.7,0.255384240192163,,5,1,True,,,5
,1,1,True,,,0.010000000000000009,89.50444096202254,6,0,False,0.6,0.4,5
86.93769311499693,2,1,False,0.6,0.4,0.3239214017111293,,3,1,False,0.4,0.6,5
70.43464114598336,0,0,False,0.4,0.6,-0.11464186220106165,,5,0,False,1.0,0.0,5
94.78716195990489,6,0,False,0.7,0.3,0.1626199652630972,,5,0,False,0.5,0.5,5
,3,2,False,1.0,0.0,-0.32144897011104656,,1,2,False,0.8,0.2,5
,7,1,True,,,0.010000000000000009,100.0,7,0,False,0.3,0.7,5
,0,2,False,0.5,0.5,-0.0855951147584263,,5,2,False,0.5,0.5,5
,3,1,False,0.2,0.8,0.3694721394733786,,2,1,False,0.1,0.9,5
85.08713920748286,2,0,False,0.1,0.9,0.31987607801450224,,6,0,False,0.5,0.5,5
43.42739906621502,0,0,False,0.2,0.8,0.4320448717146611,,2,0,False,0.2,0.8,5
,5,1,False,0.6,0.4,0.7642542717150032,,2,1,False,0.1,0.9,5
97.54449638934273,7,1,True,,,0.010000000000000002,97.46556040080941,5,0,False,0.6,0.4,5
91.85434140862874,6,0,False,0.8,0.2,0.12936271597593402,51.025566862320744,0,0,False,0.5,0.5,5
,5,1,False,0.3,0.7,0.7260830653932537,,5,1,False,0.3,0.7,5
,1,1,True,,,0.0,100.0,6,0,False,0.4,0.6,5
82.42190665465765,6,1,False,0.1,0.9,-0.03296387286098312,,6,1,True,,,5
89.7214990429246,1,0,False,0.8,0.2,0.4049911717041453,67.39768813671589,3,0,False,0.0,1.0,5
,3,1,False,0.3,0.7,0.5265708195800763,67.83948277225456,1,1,False,0.9,0.1,5
98.20837245185791,5,0,False,0.5,0.5,-0.1136466097924595,,1,0,False,0.4,0.6,5
95.66976125307988,7,0,False,0.9,0.1,0.38829303109312796,79.02199109661493,2,0,False,0.7,0.3,5
91.29038103471542,1,0,False,0.8,0.2,0.556106943989277,,0,0,False,0.2,0.8,5
100.0,3,0,False,0.2,0.8,0.1302863703474868,71.35831954079146,0,0,False,0.6,0.4,5
,1,1,True,,,0.010000000000000009,86.14416732309684,7,0,False,0.0,1.0,5
,7,2,True,,,0.010000000000000002,100.0,4,1,False,0.4,0.6,5
,3,2,False,0.7,0.3,-0.3509205862744991,,5,2,False,0.4,0.6,5
,3,1,False,0.7,0.3,0.4136649224107087,,0,1,False,0.1,0.9,5
95.29815741305259,5,0,False,0.1,0.9,0.3551269706423704,,7,1,False,0.9,0.1,6
,7,1,False,0.0,1.0,0.14363834129496067,,6,2,False,0.9,0.1,6
,4,1,False,0.4,0.6,0.4022684678672753,,0,2,True,,,6
,5,0,False,0.8,0.2,-0.336383806771333,,1,1,True,,,6
,2,2,True,,,0.010000000000000009,86.95685317438621,4,2,False,0.6,0.4,6
75.51934866858129,1,0,False,0.6,0.4,0.3552701869342161,,2,1,False,0.2,0.8,6
65.2954209332312,1,0,False,0.3,0.7,0.30422015009346604,,6,1,True,,,6
,5,1,True,,,0.009999999999999995,78.37923133635957,1,1,False,0.6,0.4,6
,5,1,True,,,0.010000000000000009,93.18292251205172,5,1,False,0.9,0.1,6
89.50444096202254,6,0,False,0.6,0.4,0.45992983436299123,100.0,2,1,False,0.8,0.2,6
,3,1,False,0.4,0.6,0.33259632915507187,,2,2,True,,,6
,5,0,False,1.0,0.0,0.3066288264981139,,2,1,True,,,6
,5,0,False,0.5,0.5,0.2725333649178492,,3,1,False,0.5,0.5,6
,1,2,False,0.8,0.2,-0.05310726843880659,,0,3,False,0.5,0.5,6
100.0,7,0,False,0.3,0.7,0.5270340063225291,82.42303613577332,6,1,False,0.2,0.8,6
,5,2,False,0.5,0.5,0.27065644861028854,,0,3,False,0.5,0.5,6
,2,1,False,0.1,0.9,0.17088001021678123,100.0,7,2,False,0.5,0.5,6
,6,0,False,0.5,0.5,-0.17168249715103495,,2,1,False,0.9,0.1,6
,2,0,False,0.2,0.8,0.3961877691680918,,6,1,False,0.0,1.0,6
,2,1,False,0.1,0.9,-0.09673909428750604,,2,2,False,0.2,0.8,6
97.46556040080941,5,0,False,0.6,0.4,0.5436126618168698,,1,1,True,,,6
51.025566862320744,0,0,False,0.5,0.5,0.5193979796541611,,6,1,False,0.8,0.2,6
,5,1,False,0.3,0.7,0.6662963908013289,,1,2,False,0.3,0.7,6
100.0,6,0,False,0.4,0.6,-0.11558446023267288,87.8312689491312,5,1,False,1.0,0.0,6
,6,1,True,,,0.0,100.0,7,1,False,0.1,0.9,6
67.39768813671589,3,0,False,0.0,1.0,0.2845500419403686,,0,1,False,0.4,0.6,6
67.83948277225456,1,1,False,0.9,0.1,0.0346920688871486,,6,2,True,,,6
,1,0,False,0.4,0.6,0.1776244327667471,81.05033594624358,3,1,True,,,6
79.02199109661493,2,0,False,0.7,0.3,0.6107610816276353,,7,1,True,,,6
,0,0,False,0.2,0.8,0.5993895230722397,78.74838183203568,3,1,True,,,6
71.35831954079146,0,0,False,0.6,0.4,0.04822985285914372,,6,1,True,,,6
86.14416732309684,7,0,False,0.0,1.0,0.7282813740730333,,0,1,True,,,6
100.0,4,1,False,0.4,0.6,0.5585305356500744,,5,2,True,,,6
,5,2,False,0.4,0.6,0.2099999999999982,,2,3,False,0.1,0.9,6
,0,1,False,0.1,0.9,0.4990648848174683,85.2494924353749,6,2,True,,,6
,7,1,False,0.9,0.1,0.0834050073039686,,0,1,False,0.5,0.5,7
,6,2,False,0.9,0.1,0.47489289390189404,100.0,5,2,False,0.7,0.3,7
,0,2,True,,,0.010000000000000009,96.64392077066564,1,1,True,,,7
,1,1,True,,,0.010000000000000009,52.953214600248366,1,0,False,0.4,0.6,7
86.95685317438621,4,2,False,0.6,0.4,0.49587832620108396,,3,2,False,0.5,0.5,7
,2,1,False,0.2,0.8,0.6416367983520648,60.267863481875324,7,1,False,0.4,0.6,7
,6,1,True,,,0.010000000000000009,96.25782412446104,5,0,False,0.8,0.2,7
78.37923133635957,1,1,False,0.6,0.4,-0.07145301753648592,,6,1,False,0.4,0.6,7
93.18292251205172,5,1,False,0.9,0.1,0.44853150305554595,94.0847229967518,4,1,True,,,7
100.0,2,1,False,0.8,0.2,0.0585238415414821,,4,1,False,0.6,0.4,7
,2,2,True,,,0.010000000000000009,90.10132833866672,5,1,True,,,7
,2,1,True,,,0.010000000000000009,83.9331559592774,6,0,False,0.4,0.6,7
,3,1,False,0.5,0.5,0.030767721804375148,44.935202449620476,5,1,True,,,7
,0,3,False,0.5,0.5,0.31087036200281387,,2,3,True,,,7
82.42303613577332,6,1,False,0.2,0.8,-0.14339995451432347,,6,1,True,,,7
,0,3,False,0.5,0.5,0.4663016802640405,,6,3,False,0.9,0.1,7
100.0,7,2,False,0.5,0.5,0.34899679864128685,,1,2,True,,,7
,2,1,False,0.9,0.1,-0.0014973323935270066,81.5856540207769,7,1,False,0.1,0.9,7
,6,1,False,0.0,1.0,0.536872781181895,44.925913879509054,0,1,False,0.9,0.1,7
,2,2,False,0.2,0.8,0.3504903432044504,60.823332196760305,2,2,False,0.1,0.9,7
,1,1,True,,,0.010000000000000009,89.99513392546918,0,0,False,0.2,0.8,7
,6,1,False,0.8,0.2,0.27533374311949144,51.77408167561478,2,1,False,0.3,0.7,7
,1,2,False,0.3,0.7,0.3625719116905528,93.74928123903268,3,2,True,,,7
87.8312689491312,5,1,False,1.0,0.0,0.12022836477390075,,2,1,False,0.8,0.2,7
100.0,7,1,False,0.1,0.9,0.21416693225829542,,3,1,False,0.0,1.0,7
,0,1,False,0.4,0.6,-0.31968105378615985,,4,1,True,,,7
,6,2,True,,,0.009999999999999995,100.0,0,1,True,,,7
81.05033594624358,3,1,True,,,0.010000000000000009,89.70649311393501,4,0,False,0.5,0.5,7
,7,1,True,,,0.010000000000000009,94.05487095308354,7,0,False,0.8,0.2,7
78.74838183203568,3,1,True,,,0.010000000000000002,95.16901829979795,7,0,False,0.1,0.9,7
,6,1,True,,,0.010000000000000009,98.86030699916427,1,0,False,0.5,0.5,7
,0,1,True,,,0.010000000000000009,68.20474277035886,0,0,False,1.0,0.0,7
,5,2,True,,,0.010000000000000002,93.24022260669364,4,1,True,,,7
,2,3,False,0.1,0.9,0.32878012177493443,,3,3,True,,,7
85.2494924353749,6,2,True,,,0.010000000000000009,97.46644077265046,7,1,False,0.4,0.6,7
,0,1,False,0.5,0.5,0.30202294824889564,78.83329598412251,7,1,False,0.1,0.9,8
100.0,5,2,False,0.7,0.3,0.2110134889158456,,5,2,True,,,8
96.64392077066564,1,1,True,,,0.010000000000000009,91.25083944999129,6,0,False,0.7,0.3,8
52.953214600248366,1,0,False,0.4,0.6,0.31789688027397817,,7,0,False,0.0,1.0,8
,3,2,False,0.5,0.5,0.4822691994942091,100.0,6,2,True,,,8
60.267863481875324,7,1,False,0.4,0.6,-0.05282641742117572,,5,1,False,0.1,0.9,8
96.25782412446104,5,0,False,0.8,0.2,0.2882892609937582,62.59393574652523,5,0,False,0.0,1.0,8
,6,1,False,0.4,0.6,0.1969037762710363,,3,1,False,0.1,0.9,8
94.0847229967518,4,1,True,,,0.010000000000000009,94.14058554051903,7,0,False,0.4,0.6,8
,4,1,False,0.6,0.4,0.0955654582636512,100.0,2,1,True,,,8
90.10132833866672,5,1,True,,,0.010000000000000009,89.67068395471206,5,0,False,0.8,0.2,8
83.9331559592774,6,0,False,0.4,0.6,-0.1601327990271625,,1,0,False,0.2,0.8,8
44.935202449620476,5,1,True,,,0.010000000000000009,96.50886163129856,1,0,False,0.8,0.2,8
,2,3,True,,,0.010000000000000009,85.30948835368822,3,2,False,0.7,0.3,8
,6,1,True,,,0.010000000000000002,83.17155094906734,4,0,False,0.7,0.3,8
,6,3,False,0.9,0.1,0.37389516523312466,,4,3,True,,,8
,1,2,True,,,0.010000000000000009,94.90944196435827,1,1,True,,,8
81.5856540207769,7,1,False,0.1,0.9,0.39943125013499203,,4,1,False,0.8,0.2,8
44.925913879509054,0,1,False,0.9,0.1,0.19333345045108946,,0,1,False,0.9,0.1,8
60.823332196760305,2,2,False,0.1,0.9,0.13619993136065295,,1,2,False,0.8,0.2,8
89.99513392546918,0,0,False,0.2,0.8,0.6938008190528666,65.74364873876321,1,0,False,0.5,0.5,8
51.77408167561478,2,1,False,0.3,0.7,0.0748237576930536,,4,1,True,,,8
93.74928123903268,3,2,True,,,0.010000000000000009,97.42694162070816,3,1,False,0.3,0.7,8
,2,1,False,0.8,0.2,-0.05541686641296539,89.01728376242525,6,1,True,,,8
,3,1,False,0.0,1.0,0.11233958315187248,100.0,0,1,True,,,8
,4,1,True,,,0.010000000000000009,96.1776097329093,3,0,False,0.1,0.9,8
100.0,0,1,True,,,0.009999999999999995,94.06945833291874,3,0,False,1.0,0.0,8
89.70649311393501,4,0,False,0.5,0.5,0.11106937800397326,69.48635075953763,0,0,False,0.9,0.1,8
94.05487095308354,7,0,False,0.8,0.2,0.35059724145530446,84.25800590990895,4,0,False,0.3,0.7,8
95.16901829979795,7,0,False,0.1,0.9,0.787862567613234,57.99689664532973,3,0,False,0.8,0.2,8
98.86030699916427,1,0,False,0.5,0.5,0.305425853214104,78.56278361726623,2,0,False,0.5,0.5,8
68.20474277035886,0,0,False,1.0,0.0,-0.04986436551300372,71.20538778089185,0,0,False,0.7,0.3,8
93.24022260669364,4,1,True,,,0.010000000000000002,78.88571984258371,7,0,False,0.1,0.9,8
,3,3,True,,,0.0,99.65834954773747,4,2,False,0.6,0.4,8
97.46644077265046,7,1,False,0.4,0.6,-0.11828304214491692,,7,1,False,0.2,0.8,8
78.83329598412251,7,1,False,0.1,0.9,-0.1052536759022531,,4,2,False,0.8,0.2,9
,5,2,True,,,0.010000000000000009,83.7501762500898,4,2,False,0.3,0.7,9
91.25083944999129,6,0,False,0.7,0.3,-0.0011463151493448231,,2,1,False,0.7,0.3,9
,7,0,False,0.0,1.0,0.33438134025899596,,6,1,False,0.6,0.4,9
100.0,6,2,True,,,0.010000000000000002,86.70706163870581,7,2,False,0.5,0.5,9
,5,1,False,0.1,0.9,0.05828759917137816,,3,2,False,0.0,1.0,9
62.59393574652523,5,0,False,0.0,1.0,0.32038023244402414,,3,1,False,0.1,0.9,9
,3,1,False,0.1,0.9,0.5802472008153015,77.7191552067344,7,2,False,1.0,0.0,9
94.14058554051903,7,0,False,0.4,0.6,0.010350046820978898,100.0,4,1,False,0.4,0.6,9
100.0,2,1,True,,,0.010000000000000009,90.2704727957281,0,1,False,0.6,0.4,9
89.67068395471206,5,0,False,0.8,0.2,0.2698763643270182,,7,1,False,0.2,0.8,9
,1,0,False,0.2,0.8,0.7175737496810219,,4,1,True,,,9
96.50886163129856,1,0,False,0.8,0.2,0.38244719163415186,,2,1,False,0.1,0.9,9
